year,eweek,total_cases,avg_temp_max,avg_temp_med,sum_precip_tot,avg_humid,dengue,dengue symptoms,repellent
2018,39,909,35.69,32.12,833.52,50.8,16,3,12
2018,40,914,35.33,31.8,1026.47,55.16,14,3,9
2018,41,781,34.89,31.4,1202.96,59.24,21,5,12
2018,42,1126,34.49,31.05,1328.21,62.23,20,4,12
2018,43,1063,34.22,30.79,1388.13,63.78,21,5,14
2018,44,1066,34.08,30.67,1391.08,64.08,27,5,14
2018,45,1233,34.09,30.68,1350.72,63.4,27,7,23
2018,46,1232,34.27,30.84,1280.94,62.03,23,5,15
2018,47,1523,34.6,31.14,1194.6,60.26,31,7,15
2018,48,1704,35.02,31.52,1102.61,58.41,23,6,19
2018,49,1984,35.46,31.91,1015.15,56.8,24,6,24
2018,50,2340,35.84,32.25,942.28,55.73,25,8,40
2018,51,2546,36.1,32.49,893.46,55.44,27,9,28
2018,52,2362,36.25,32.62,875.27,55.79,29,9,29
2019,1,4383,35.95,32.36,1153.51,56.41,17,5,15
2019,2,5037,36.5,32.85,949.47,56.89,17,5,13
2019,3,6285,36.74,33.06,1049.22,56.85,24,6,16
2019,4,8814,37.05,33.34,1181.45,56.26,33,8,15
2019,5,12324,37.31,33.58,1319.85,55.53,35,9,10
2019,6,14933,37.38,33.65,1433.72,55.19,46,10,9
2019,7,17486,37.12,33.41,1493.13,55.74,56,14,10
2019,8,20106,36.47,32.82,1480.13,57.45,51,14,10
2019,9,19993,35.54,31.98,1407.59,59.92,53,17,10
2019,10,18445,34.53,31.08,1300.87,62.54,56,17,11
2019,11,23163,33.67,30.3,1186.49,64.64,59,18,10
2019,12,26602,33.12,29.81,1087.47,65.67,74,22,11
2019,13,31724,32.89,29.6,1008.19,65.62,73,22,10
2019,14,35232,32.86,29.57,939.5,64.9,66,21,8
2019,15,36913,32.88,29.59,869.75,63.98,73,23,8
2019,16,36654,32.82,29.54,788.02,63.31,99,30,10
2019,17,46436,32.61,29.34,690.62,63.08,100,31,9
2019,18,42134,32.28,29.05,584.14,63.13,98,29,9
2019,19,44706,31.9,28.71,478.04,63.19,100,28,7
2019,20,45286,31.53,28.38,381.87,63.01,90,27,6
2019,21,39798,31.22,28.09,303.96,62.39,73,23,5
2019,22,30408,30.95,27.86,247.91,61.38,52,17,3
2019,23,20186,30.72,27.65,214.21,60.13,47,17,3
2019,24,18879,30.49,27.44,205.64,58.8,48,15,5
2019,25,12873,30.24,27.21,222.37,57.53,41,15,4
2019,26,13729,30.02,27.02,255.9,56.36,29,9,4
2019,27,9356,29.93,26.93,290.92,55.28,16,4,3
2019,28,5305,30.07,27.06,310.9,54.21,14,4,3
2019,29,4735,30.54,27.48,300.37,53.13,16,6,3
2019,30,4274,31.36,28.22,257.0,51.95,13,4,3
2019,31,3393,32.43,29.18,199.69,50.62,14,4,3
2019,32,3087,33.61,30.25,153.8,49.04,16,4,4
2019,33,2647,34.77,31.29,144.52,47.16,13,3,3
2019,34,2390,35.78,32.2,188.42,44.94,12,3,4
2019,35,2270,36.59,32.94,272.06,42.66,11,3,4
2019,36,1995,37.18,33.46,367.11,40.64,15,5,9
2019,37,2475,37.53,33.78,443.29,39.28,16,5,9
2019,38,2814,37.63,33.87,474.35,38.9,12,3,4
2019,39,2420,37.53,33.78,461.77,39.54,13,4,7
2019,40,2617,37.31,33.58,432.84,40.97,11,3,6
2019,41,2514,37.09,33.38,420.44,42.86,13,3,9
2019,42,2755,36.94,33.25,456.17,44.93,15,4,6
2019,43,2416,36.93,33.23,554.51,46.98,13,3,14
2019,44,2631,36.96,33.27,697.93,48.97,15,4,11
2019,45,2919,36.94,33.24,858.2,50.9,14,3,7
2019,46,2629,36.74,33.07,1006.59,52.8,15,4,7
2019,47,3035,36.3,32.67,1119.68,54.65,13,3,6
2019,48,3186,35.68,32.11,1195.11,56.3,13,3,7
2019,49,3330,35.05,31.55,1242.25,57.52,12,3,7
2019,50,3755,34.57,31.12,1272.28,58.09,13,4,11
2019,51,4126,34.39,30.95,1296.44,57.82,16,5,14
2019,52,3570,34.52,31.07,1326.2,56.9,19,6,13
2020,1,3673,34.87,31.38,986.55,55.79,27,8,17
2020,2,8507,35.14,31.62,1449.82,55.54,37,10,17
2020,3,11767,35.29,31.77,1566.22,56.42,40,10,12
2020,4,15377,35.21,31.69,1717.54,58.81,47,11,15
2020,5,18443,34.92,31.43,1864.95,62.08,53,13,12
2020,6,22446,34.55,31.1,1957.2,65.3,68,17,11
2020,7,26045,34.21,30.79,1942.66,67.49,76,22,16
2020,8,27001,33.99,30.59,1783.06,67.91,68,19,8
2020,9,20792,33.9,30.51,1500.94,66.68,74,17,8
2020,10,24632,33.91,30.52,1157.06,64.5,96,22,9
2020,11,23851,33.97,30.57,818.46,62.16,100,24,7
2020,12,17393,34.04,30.63,548.21,60.4,81,17,4
2020,13,12683,34.06,30.65,373.98,59.51,59,16,5
2020,14,13750,33.99,30.59,277.31,59.23,58,11,4
2020,15,10997,33.77,30.4,229.8,59.19,50,11,4
2020,16,13125,33.36,30.03,205.37,58.97,45,10,4
2020,17,10867,32.75,29.48,185.2,58.36,44,12,5
2020,18,10286,32.04,28.83,171.82,57.5,39,8,3
2020,19,9959,31.34,28.21,171.87,56.66,37,8,3
2020,20,8933,30.8,27.72,197.32,56.17,32,7,3
2020,21,7353,30.53,27.48,258.51,56.25,25,6,3
2020,22,4642,30.52,27.47,341.85,56.81,22,5,3
2020,23,4825,30.66,27.59,420.02,57.51,24,6,3
2020,24,4493,30.83,27.75,463.61,57.94,23,7,4
2020,25,5047,30.93,27.84,445.77,57.76,23,6,4
2020,26,4650,30.92,27.82,364.37,56.83,17,4,3
2020,27,3540,30.85,27.77,250.35,55.35,19,5,4
2020,28,3519,30.85,27.76,144.4,53.6,16,5,4
2020,29,3440,30.98,27.88,87.12,51.87,15,4,5
2020,30,3125,31.33,28.19,104.74,50.34,14,4,5
2020,31,2585,31.91,28.71,176.04,48.94,12,3,4
2020,32,2128,32.69,29.42,262.55,47.5,17,3,5
2020,33,2231,33.67,30.3,323.79,45.82,11,3,4
2020,34,1711,34.82,31.33,326.24,43.73,9,2,4
2020,35,1587,36.06,32.45,276.87,41.32,11,3,7
2020,36,1733,37.31,33.58,203.77,38.89,11,3,11
2020,37,1712,38.48,34.63,140.58,36.74,13,3,15
2020,38,1976,39.46,35.51,131.95,35.19,16,2,8
2020,39,1761,40.18,36.16,198.09,34.37,14,3,17
2020,40,1893,40.6,36.54,309.09,34.16,11,2,14
2020,41,1857,40.69,36.62,425.51,34.36,10,2,10
2020,42,1546,40.44,36.39,509.2,34.77,11,2,7
2020,43,1780,39.83,35.85,535.94,35.28,11,2,9
2020,44,1552,38.98,35.08,528.11,36.11,10,2,5
2020,45,1459,38.01,34.21,531.01,37.65,13,3,8
2020,46,1776,37.1,33.38,592.77,40.3,11,3,8
2020,47,1774,36.35,32.72,754.18,44.36,13,3,8
2020,48,1956,35.83,32.24,1006.24,49.6,13,4,12
2020,49,2168,35.47,31.92,1294.48,55.25,13,4,9
2020,50,2037,35.21,31.69,1554.8,60.46,13,4,13
2020,51,2265,34.98,31.49,1725.16,64.38,15,5,13
2020,52,1751,34.75,31.28,1772.09,66.54,18,7,14
2020,53,1495,34.58,31.12,990.78,67.1,37,14,26
2021,1,1941,34.35,30.92,1585.95,66.46,34,12,27
2021,2,3377,34.24,30.81,1424.83,65.02,35,12,27
2021,3,4224,34.2,30.78,1263.37,63.19,38,14,28
2021,4,5021,34.25,30.82,1120.02,61.34,41,13,27
2021,5,6291,34.34,30.9,1005.51,59.85,46,14,15
2021,6,7807,34.44,31.0,929.23,59.05,54,16,14
2021,7,9609,34.53,31.07,898.51,59.27,65,19,16
2021,8,11609,34.57,31.11,904.21,60.4,75,22,13
2021,9,13622,34.54,31.08,920.16,61.94,79,26,13
2021,10,14519,34.41,30.97,916.3,63.26,87,29,16
2021,11,15318,34.17,30.75,863.6,63.77,99,32,20
2021,12,17065,33.8,30.42,748.83,63.12,100,35,15
2021,13,16544,33.35,30.02,592.15,61.52,94,29,11
2021,14,22058,32.89,29.6,425.75,59.32,96,28,11
2021,15,21091,32.47,29.23,282.97,56.95,95,26,8
2021,16,19163,32.15,28.94,195.88,54.76,86,24,8
2021,17,18986,31.92,28.73,160.52,53.02,80,21,8
2021,18,16713,31.75,28.58,157.57,51.93,74,20,8
2021,19,14394,31.6,28.44,174.54,51.65,60,17,7
2021,20,12765,31.42,28.27,204.78,52.33,56,16,6
2021,21,10081,31.2,28.08,234.09,53.73,51,15,7
2021,22,7692,30.96,27.86,254.51,55.2,44,14,6
2021,23,7599,30.73,27.65,260.92,55.95,35,10,6
2021,24,5981,30.53,27.48,248.51,55.25,30,8,6
2021,25,4878,30.4,27.36,216.4,52.7,21,6,5
2021,26,3195,30.38,27.34,173.08,48.85,18,5,5
2021,27,2776,30.51,27.46,130.79,44.58,18,6,6
2021,28,2958,30.86,27.77,102.05,40.81,15,4,5
2021,29,2117,31.45,28.31,97.9,38.33,13,4,5
2021,30,1774,32.28,29.05,110.67,37.16,11,2,4
2021,31,1607,33.3,29.97,125.79,36.84,13,3,5
2021,32,1776,34.45,31.0,128.82,36.78,14,4,8
2021,33,1977,35.68,32.11,109.44,36.47,18,4,10
2021,34,2054,36.89,33.2,81.95,35.8,15,4,9
2021,35,1796,37.93,34.13,66.17,35.22,14,3,12
2021,36,1625,38.62,34.76,83.26,35.33,18,4,14
2021,37,1907,38.82,34.94,189.89,36.74,18,5,16
2021,38,1987,38.44,34.6,429.78,39.72,19,4,16
2021,39,1987,37.64,33.88,744.22,43.6,15,3,11
2021,40,1636,36.68,33.01,1051.85,47.34,12,3,9
2021,41,1583,35.83,32.24,1273.26,49.84,17,2,9
2021,42,1792,35.32,31.79,1341.74,50.19,17,3,10
2021,43,1642,35.18,31.66,1264.63,48.57,16,4,12
2021,44,1669,35.28,31.76,1107.77,45.98,21,4,13
2021,45,1827,35.46,31.91,948.25,43.63,18,4,13
2021,46,2045,35.54,31.99,859.43,42.62,20,4,14
2021,47,2239,35.47,31.92,872.21,43.39,20,5,18
2021,48,2700,35.29,31.76,951.68,45.24,18,5,14
2021,49,3006,35.1,31.59,1043.37,47.17,20,7,21
2021,50,3132,35.0,31.5,779.88,48.16,19,6,19
