date,total_cases,date_parsed,day,month,year
10/31/2010,38,2010-10-31,31,10,2010
11/1/2010,100,2010-11-01,1,11,2010
11/2/2010,57,2010-11-02,2,11,2010
11/3/2010,299,2010-11-03,3,11,2010
11/4/2010,272,2010-11-04,4,11,2010
11/5/2010,192,2010-11-05,5,11,2010
11/6/2010,36,2010-11-06,6,11,2010
11/7/2010,44,2010-11-07,7,11,2010
11/8/2010,324,2010-11-08,8,11,2010
11/9/2010,189,2010-11-09,9,11,2010
11/10/2010,280,2010-11-10,10,11,2010
11/11/2010,224,2010-11-11,11,11,2010
11/12/2010,147,2010-11-12,12,11,2010
11/13/2010,41,2010-11-13,13,11,2010
11/14/2010,46,2010-11-14,14,11,2010
11/15/2010,46,2010-11-15,15,11,2010
11/16/2010,281,2010-11-16,16,11,2010
11/17/2010,227,2010-11-17,17,11,2010
11/18/2010,197,2010-11-18,18,11,2010
11/19/2010,272,2010-11-19,19,11,2010
11/20/2010,54,2010-11-20,20,11,2010
11/21/2010,57,2010-11-21,21,11,2010
11/22/2010,315,2010-11-22,22,11,2010
11/23/2010,289,2010-11-23,23,11,2010
11/24/2010,251,2010-11-24,24,11,2010
11/25/2010,233,2010-11-25,25,11,2010
11/26/2010,265,2010-11-26,26,11,2010
11/27/2010,74,2010-11-27,27,11,2010
11/28/2010,40,2010-11-28,28,11,2010
11/29/2010,385,2010-11-29,29,11,2010
11/30/2010,324,2010-11-30,30,11,2010
12/1/2010,253,2010-12-01,1,12,2010
12/2/2010,314,2010-12-02,2,12,2010
12/3/2010,275,2010-12-03,3,12,2010
12/4/2010,78,2010-12-04,4,12,2010
12/5/2010,40,2010-12-05,5,12,2010
12/6/2010,373,2010-12-06,6,12,2010
12/7/2010,347,2010-12-07,7,12,2010
12/8/2010,204,2010-12-08,8,12,2010
12/9/2010,274,2010-12-09,9,12,2010
12/10/2010,313,2010-12-10,10,12,2010
12/11/2010,85,2010-12-11,11,12,2010
12/12/2010,76,2010-12-12,12,12,2010
12/13/2010,402,2010-12-13,13,12,2010
12/14/2010,331,2010-12-14,14,12,2010
12/15/2010,313,2010-12-15,15,12,2010
12/16/2010,310,2010-12-16,16,12,2010
12/17/2010,274,2010-12-17,17,12,2010
12/18/2010,71,2010-12-18,18,12,2010
12/19/2010,86,2010-12-19,19,12,2010
12/20/2010,340,2010-12-20,20,12,2010
12/21/2010,285,2010-12-21,21,12,2010
12/22/2010,272,2010-12-22,22,12,2010
12/23/2010,234,2010-12-23,23,12,2010
12/24/2010,73,2010-12-24,24,12,2010
12/25/2010,52,2010-12-25,25,12,2010
12/26/2010,90,2010-12-26,26,12,2010
12/27/2010,291,2010-12-27,27,12,2010
12/28/2010,350,2010-12-28,28,12,2010
12/29/2010,340,2010-12-29,29,12,2010
12/30/2010,288,2010-12-30,30,12,2010
12/31/2010,90,2010-12-31,31,12,2010
1/2/2011,75,2011-01-02,2,1,2011
1/3/2011,339,2011-01-03,3,1,2011
1/4/2011,384,2011-01-04,4,1,2011
1/5/2011,398,2011-01-05,5,1,2011
1/6/2011,390,2011-01-06,6,1,2011
1/7/2011,379,2011-01-07,7,1,2011
1/8/2011,115,2011-01-08,8,1,2011
1/9/2011,101,2011-01-09,9,1,2011
1/10/2011,471,2011-01-10,10,1,2011
1/11/2011,415,2011-01-11,11,1,2011
1/12/2011,401,2011-01-12,12,1,2011
1/13/2011,472,2011-01-13,13,1,2011
1/14/2011,444,2011-01-14,14,1,2011
1/15/2011,182,2011-01-15,15,1,2011
1/16/2011,147,2011-01-16,16,1,2011
1/17/2011,590,2011-01-17,17,1,2011
1/18/2011,572,2011-01-18,18,1,2011
1/19/2011,534,2011-01-19,19,1,2011
1/20/2011,517,2011-01-20,20,1,2011
1/21/2011,544,2011-01-21,21,1,2011
1/22/2011,205,2011-01-22,22,1,2011
1/23/2011,195,2011-01-23,23,1,2011
1/24/2011,704,2011-01-24,24,1,2011
1/25/2011,629,2011-01-25,25,1,2011
1/26/2011,639,2011-01-26,26,1,2011
1/27/2011,656,2011-01-27,27,1,2011
1/28/2011,671,2011-01-28,28,1,2011
1/29/2011,208,2011-01-29,29,1,2011
1/30/2011,206,2011-01-30,30,1,2011
1/31/2011,827,2011-01-31,31,1,2011
2/1/2011,680,2011-02-01,1,2,2011
2/2/2011,647,2011-02-02,2,2,2011
2/3/2011,614,2011-02-03,3,2,2011
2/4/2011,701,2011-02-04,4,2,2011
2/5/2011,282,2011-02-05,5,2,2011
2/6/2011,245,2011-02-06,6,2,2011
2/7/2011,939,2011-02-07,7,2,2011
2/8/2011,812,2011-02-08,8,2,2011
2/9/2011,868,2011-02-09,9,2,2011
2/10/2011,887,2011-02-10,10,2,2011
2/11/2011,901,2011-02-11,11,2,2011
2/12/2011,316,2011-02-12,12,2,2011
2/13/2011,254,2011-02-13,13,2,2011
2/14/2011,1103,2011-02-14,14,2,2011
2/15/2011,973,2011-02-15,15,2,2011
2/16/2011,1033,2011-02-16,16,2,2011
2/17/2011,957,2011-02-17,17,2,2011
2/18/2011,940,2011-02-18,18,2,2011
2/19/2011,360,2011-02-19,19,2,2011
2/20/2011,303,2011-02-20,20,2,2011
2/21/2011,1383,2011-02-21,21,2,2011
2/22/2011,1109,2011-02-22,22,2,2011
2/23/2011,1325,2011-02-23,23,2,2011
2/24/2011,1253,2011-02-24,24,2,2011
2/25/2011,1246,2011-02-25,25,2,2011
2/26/2011,426,2011-02-26,26,2,2011
2/27/2011,346,2011-02-27,27,2,2011
2/28/2011,1624,2011-02-28,28,2,2011
3/1/2011,1268,2011-03-01,1,3,2011
3/2/2011,1313,2011-03-02,2,3,2011
3/3/2011,1162,2011-03-03,3,3,2011
3/4/2011,1152,2011-03-04,4,3,2011
3/5/2011,350,2011-03-05,5,3,2011
3/6/2011,322,2011-03-06,6,3,2011
3/7/2011,623,2011-03-07,7,3,2011
3/8/2011,435,2011-03-08,8,3,2011
3/9/2011,1350,2011-03-09,9,3,2011
3/10/2011,1746,2011-03-10,10,3,2011
3/11/2011,1483,2011-03-11,11,3,2011
3/12/2011,424,2011-03-12,12,3,2011
3/13/2011,427,2011-03-13,13,3,2011
3/14/2011,1916,2011-03-14,14,3,2011
3/15/2011,1610,2011-03-15,15,3,2011
3/16/2011,1573,2011-03-16,16,3,2011
3/17/2011,1695,2011-03-17,17,3,2011
3/18/2011,1645,2011-03-18,18,3,2011
3/19/2011,567,2011-03-19,19,3,2011
3/20/2011,520,2011-03-20,20,3,2011
3/21/2011,2167,2011-03-21,21,3,2011
3/22/2011,1736,2011-03-22,22,3,2011
3/23/2011,1947,2011-03-23,23,3,2011
3/24/2011,1960,2011-03-24,24,3,2011
3/25/2011,2101,2011-03-25,25,3,2011
3/26/2011,711,2011-03-26,26,3,2011
3/27/2011,661,2011-03-27,27,3,2011
3/28/2011,2962,2011-03-28,28,3,2011
3/29/2011,2255,2011-03-29,29,3,2011
3/30/2011,2174,2011-03-30,30,3,2011
3/31/2011,2057,2011-03-31,31,3,2011
4/1/2011,1953,2011-04-01,1,4,2011
4/2/2011,704,2011-04-02,2,4,2011
4/3/2011,553,2011-04-03,3,4,2011
4/4/2011,2691,2011-04-04,4,4,2011
4/5/2011,2349,2011-04-05,5,4,2011
4/6/2011,2574,2011-04-06,6,4,2011
4/7/2011,2512,2011-04-07,7,4,2011
4/8/2011,2387,2011-04-08,8,4,2011
4/9/2011,804,2011-04-09,9,4,2011
4/10/2011,860,2011-04-10,10,4,2011
4/11/2011,3103,2011-04-11,11,4,2011
4/12/2011,2691,2011-04-12,12,4,2011
4/13/2011,2531,2011-04-13,13,4,2011
4/14/2011,2682,2011-04-14,14,4,2011
4/15/2011,2604,2011-04-15,15,4,2011
4/16/2011,841,2011-04-16,16,4,2011
4/17/2011,998,2011-04-17,17,4,2011
4/18/2011,3171,2011-04-18,18,4,2011
4/19/2011,2668,2011-04-19,19,4,2011
4/20/2011,2345,2011-04-20,20,4,2011
4/21/2011,980,2011-04-21,21,4,2011
4/22/2011,887,2011-04-22,22,4,2011
4/23/2011,749,2011-04-23,23,4,2011
4/24/2011,897,2011-04-24,24,4,2011
4/25/2011,3401,2011-04-25,25,4,2011
4/26/2011,2839,2011-04-26,26,4,2011
4/27/2011,2596,2011-04-27,27,4,2011
4/28/2011,2359,2011-04-28,28,4,2011
4/29/2011,2413,2011-04-29,29,4,2011
4/30/2011,967,2011-04-30,30,4,2011
5/1/2011,994,2011-05-01,1,5,2011
5/2/2011,3260,2011-05-02,2,5,2011
5/3/2011,2516,2011-05-03,3,5,2011
5/4/2011,2441,2011-05-04,4,5,2011
5/5/2011,2356,2011-05-05,5,5,2011
5/6/2011,2221,2011-05-06,6,5,2011
5/7/2011,760,2011-05-07,7,5,2011
5/8/2011,680,2011-05-08,8,5,2011
5/9/2011,2876,2011-05-09,9,5,2011
5/10/2011,2411,2011-05-10,10,5,2011
5/11/2011,2226,2011-05-11,11,5,2011
5/12/2011,2174,2011-05-12,12,5,2011
5/13/2011,1835,2011-05-13,13,5,2011
5/14/2011,643,2011-05-14,14,5,2011
5/15/2011,580,2011-05-15,15,5,2011
5/16/2011,2336,2011-05-16,16,5,2011
5/17/2011,1732,2011-05-17,17,5,2011
5/18/2011,1640,2011-05-18,18,5,2011
5/19/2011,1551,2011-05-19,19,5,2011
5/20/2011,1544,2011-05-20,20,5,2011
5/21/2011,591,2011-05-21,21,5,2011
5/22/2011,475,2011-05-22,22,5,2011
5/23/2011,1997,2011-05-23,23,5,2011
5/24/2011,1595,2011-05-24,24,5,2011
5/25/2011,1619,2011-05-25,25,5,2011
5/26/2011,1354,2011-05-26,26,5,2011
5/27/2011,1145,2011-05-27,27,5,2011
5/28/2011,347,2011-05-28,28,5,2011
5/29/2011,298,2011-05-29,29,5,2011
5/30/2011,1255,2011-05-30,30,5,2011
5/31/2011,997,2011-05-31,31,5,2011
6/1/2011,1054,2011-06-01,1,6,2011
6/2/2011,952,2011-06-02,2,6,2011
6/3/2011,838,2011-06-03,3,6,2011
6/4/2011,291,2011-06-04,4,6,2011
6/5/2011,187,2011-06-05,5,6,2011
6/6/2011,973,2011-06-06,6,6,2011
6/7/2011,746,2011-06-07,7,6,2011
6/8/2011,640,2011-06-08,8,6,2011
6/9/2011,468,2011-06-09,9,6,2011
6/10/2011,436,2011-06-10,10,6,2011
6/11/2011,127,2011-06-11,11,6,2011
6/12/2011,148,2011-06-12,12,6,2011
6/13/2011,574,2011-06-13,13,6,2011
6/14/2011,526,2011-06-14,14,6,2011
6/15/2011,575,2011-06-15,15,6,2011
6/16/2011,398,2011-06-16,16,6,2011
6/17/2011,365,2011-06-17,17,6,2011
6/18/2011,132,2011-06-18,18,6,2011
6/19/2011,106,2011-06-19,19,6,2011
6/20/2011,565,2011-06-20,20,6,2011
6/21/2011,401,2011-06-21,21,6,2011
6/22/2011,346,2011-06-22,22,6,2011
6/23/2011,125,2011-06-23,23,6,2011
6/24/2011,127,2011-06-24,24,6,2011
6/25/2011,99,2011-06-25,25,6,2011
6/26/2011,89,2011-06-26,26,6,2011
6/27/2011,363,2011-06-27,27,6,2011
6/28/2011,240,2011-06-28,28,6,2011
6/29/2011,229,2011-06-29,29,6,2011
6/30/2011,261,2011-06-30,30,6,2011
7/1/2011,264,2011-07-01,1,7,2011
7/2/2011,93,2011-07-02,2,7,2011
7/3/2011,77,2011-07-03,3,7,2011
7/4/2011,289,2011-07-04,4,7,2011
7/5/2011,215,2011-07-05,5,7,2011
7/6/2011,209,2011-07-06,6,7,2011
7/7/2011,186,2011-07-07,7,7,2011
7/8/2011,204,2011-07-08,8,7,2011
7/9/2011,44,2011-07-09,9,7,2011
7/10/2011,59,2011-07-10,10,7,2011
7/11/2011,263,2011-07-11,11,7,2011
7/12/2011,241,2011-07-12,12,7,2011
7/13/2011,229,2011-07-13,13,7,2011
7/14/2011,210,2011-07-14,14,7,2011
7/15/2011,216,2011-07-15,15,7,2011
7/16/2011,70,2011-07-16,16,7,2011
7/17/2011,60,2011-07-17,17,7,2011
7/18/2011,248,2011-07-18,18,7,2011
7/19/2011,200,2011-07-19,19,7,2011
7/20/2011,226,2011-07-20,20,7,2011
7/21/2011,197,2011-07-21,21,7,2011
7/22/2011,184,2011-07-22,22,7,2011
7/23/2011,56,2011-07-23,23,7,2011
7/24/2011,57,2011-07-24,24,7,2011
7/25/2011,239,2011-07-25,25,7,2011
7/26/2011,217,2011-07-26,26,7,2011
7/27/2011,217,2011-07-27,27,7,2011
7/28/2011,210,2011-07-28,28,7,2011
7/29/2011,169,2011-07-29,29,7,2011
7/30/2011,69,2011-07-30,30,7,2011
7/31/2011,53,2011-07-31,31,7,2011
8/1/2011,285,2011-08-01,1,8,2011
8/2/2011,199,2011-08-02,2,8,2011
8/3/2011,152,2011-08-03,3,8,2011
8/4/2011,134,2011-08-04,4,8,2011
8/5/2011,120,2011-08-05,5,8,2011
8/6/2011,40,2011-08-06,6,8,2011
8/7/2011,55,2011-08-07,7,8,2011
8/8/2011,221,2011-08-08,8,8,2011
8/9/2011,231,2011-08-09,9,8,2011
8/10/2011,181,2011-08-10,10,8,2011
8/11/2011,189,2011-08-11,11,8,2011
8/12/2011,174,2011-08-12,12,8,2011
8/13/2011,72,2011-08-13,13,8,2011
8/14/2011,49,2011-08-14,14,8,2011
8/15/2011,217,2011-08-15,15,8,2011
8/16/2011,199,2011-08-16,16,8,2011
8/17/2011,208,2011-08-17,17,8,2011
8/18/2011,215,2011-08-18,18,8,2011
8/19/2011,188,2011-08-19,19,8,2011
8/20/2011,56,2011-08-20,20,8,2011
8/21/2011,32,2011-08-21,21,8,2011
8/22/2011,178,2011-08-22,22,8,2011
8/23/2011,137,2011-08-23,23,8,2011
8/24/2011,189,2011-08-24,24,8,2011
8/25/2011,166,2011-08-25,25,8,2011
8/26/2011,195,2011-08-26,26,8,2011
8/27/2011,65,2011-08-27,27,8,2011
8/28/2011,56,2011-08-28,28,8,2011
8/29/2011,276,2011-08-29,29,8,2011
8/30/2011,255,2011-08-30,30,8,2011
8/31/2011,154,2011-08-31,31,8,2011
9/1/2011,212,2011-09-01,1,9,2011
9/2/2011,156,2011-09-02,2,9,2011
9/3/2011,52,2011-09-03,3,9,2011
9/4/2011,59,2011-09-04,4,9,2011
9/5/2011,210,2011-09-05,5,9,2011
9/6/2011,220,2011-09-06,6,9,2011
9/7/2011,77,2011-09-07,7,9,2011
9/8/2011,241,2011-09-08,8,9,2011
9/9/2011,210,2011-09-09,9,9,2011
9/10/2011,70,2011-09-10,10,9,2011
9/11/2011,54,2011-09-11,11,9,2011
9/12/2011,264,2011-09-12,12,9,2011
9/13/2011,278,2011-09-13,13,9,2011
9/14/2011,293,2011-09-14,14,9,2011
9/15/2011,278,2011-09-15,15,9,2011
9/16/2011,234,2011-09-16,16,9,2011
9/17/2011,86,2011-09-17,17,9,2011
9/18/2011,66,2011-09-18,18,9,2011
9/19/2011,326,2011-09-19,19,9,2011
9/20/2011,312,2011-09-20,20,9,2011
9/21/2011,262,2011-09-21,21,9,2011
9/22/2011,296,2011-09-22,22,9,2011
9/23/2011,261,2011-09-23,23,9,2011
9/24/2011,77,2011-09-24,24,9,2011
9/25/2011,89,2011-09-25,25,9,2011
9/26/2011,330,2011-09-26,26,9,2011
9/27/2011,360,2011-09-27,27,9,2011
9/28/2011,308,2011-09-28,28,9,2011
9/29/2011,355,2011-09-29,29,9,2011
9/30/2011,284,2011-09-30,30,9,2011
10/1/2011,113,2011-10-01,1,10,2011
10/2/2011,107,2011-10-02,2,10,2011
10/3/2011,421,2011-10-03,3,10,2011
10/4/2011,363,2011-10-04,4,10,2011
10/5/2011,361,2011-10-05,5,10,2011
10/6/2011,339,2011-10-06,6,10,2011
10/7/2011,327,2011-10-07,7,10,2011
10/8/2011,132,2011-10-08,8,10,2011
10/9/2011,105,2011-10-09,9,10,2011
10/10/2011,369,2011-10-10,10,10,2011
10/11/2011,327,2011-10-11,11,10,2011
10/12/2011,142,2011-10-12,12,10,2011
10/13/2011,389,2011-10-13,13,10,2011
10/14/2011,276,2011-10-14,14,10,2011
10/15/2011,98,2011-10-15,15,10,2011
10/16/2011,90,2011-10-16,16,10,2011
10/17/2011,398,2011-10-17,17,10,2011
10/18/2011,315,2011-10-18,18,10,2011
10/19/2011,334,2011-10-19,19,10,2011
10/20/2011,284,2011-10-20,20,10,2011
10/21/2011,287,2011-10-21,21,10,2011
10/22/2011,104,2011-10-22,22,10,2011
10/23/2011,82,2011-10-23,23,10,2011
10/24/2011,387,2011-10-24,24,10,2011
10/25/2011,381,2011-10-25,25,10,2011
10/26/2011,351,2011-10-26,26,10,2011
10/27/2011,331,2011-10-27,27,10,2011
10/28/2011,243,2011-10-28,28,10,2011
10/29/2011,100,2011-10-29,29,10,2011
10/30/2011,83,2011-10-30,30,10,2011
10/31/2011,328,2011-10-31,31,10,2011
11/1/2011,227,2011-11-01,1,11,2011
11/2/2011,84,2011-11-02,2,11,2011
11/3/2011,304,2011-11-03,3,11,2011
11/4/2011,264,2011-11-04,4,11,2011
11/5/2011,90,2011-11-05,5,11,2011
11/6/2011,96,2011-11-06,6,11,2011
11/7/2011,325,2011-11-07,7,11,2011
11/8/2011,271,2011-11-08,8,11,2011
11/9/2011,325,2011-11-09,9,11,2011
11/10/2011,284,2011-11-10,10,11,2011
11/11/2011,254,2011-11-11,11,11,2011
11/12/2011,77,2011-11-12,12,11,2011
11/13/2011,62,2011-11-13,13,11,2011
11/14/2011,119,2011-11-14,14,11,2011
11/15/2011,67,2011-11-15,15,11,2011
11/16/2011,277,2011-11-16,16,11,2011
11/17/2011,274,2011-11-17,17,11,2011
11/18/2011,261,2011-11-18,18,11,2011
11/19/2011,76,2011-11-19,19,11,2011
11/20/2011,85,2011-11-20,20,11,2011
11/21/2011,301,2011-11-21,21,11,2011
11/22/2011,240,2011-11-22,22,11,2011
11/23/2011,271,2011-11-23,23,11,2011
11/24/2011,290,2011-11-24,24,11,2011
11/25/2011,298,2011-11-25,25,11,2011
11/26/2011,105,2011-11-26,26,11,2011
11/27/2011,76,2011-11-27,27,11,2011
11/28/2011,312,2011-11-28,28,11,2011
11/29/2011,285,2011-11-29,29,11,2011
11/30/2011,285,2011-11-30,30,11,2011
12/1/2011,273,2011-12-01,1,12,2011
12/2/2011,220,2011-12-02,2,12,2011
12/3/2011,89,2011-12-03,3,12,2011
12/4/2011,81,2011-12-04,4,12,2011
12/5/2011,342,2011-12-05,5,12,2011
12/6/2011,298,2011-12-06,6,12,2011
12/7/2011,278,2011-12-07,7,12,2011
12/8/2011,251,2011-12-08,8,12,2011
12/9/2011,247,2011-12-09,9,12,2011
12/10/2011,99,2011-12-10,10,12,2011
12/11/2011,90,2011-12-11,11,12,2011
12/12/2011,364,2011-12-12,12,12,2011
12/13/2011,336,2011-12-13,13,12,2011
12/14/2011,377,2011-12-14,14,12,2011
12/15/2011,319,2011-12-15,15,12,2011
12/16/2011,269,2011-12-16,16,12,2011
12/17/2011,132,2011-12-17,17,12,2011
12/18/2011,119,2011-12-18,18,12,2011
12/19/2011,375,2011-12-19,19,12,2011
12/20/2011,307,2011-12-20,20,12,2011
12/21/2011,315,2011-12-21,21,12,2011
12/22/2011,279,2011-12-22,22,12,2011
12/23/2011,179,2011-12-23,23,12,2011
12/24/2011,81,2011-12-24,24,12,2011
12/25/2011,78,2011-12-25,25,12,2011
12/26/2011,243,2011-12-26,26,12,2011
12/27/2011,321,2011-12-27,27,12,2011
12/28/2011,281,2011-12-28,28,12,2011
12/29/2011,269,2011-12-29,29,12,2011
12/30/2011,152,2011-12-30,30,12,2011
12/31/2011,79,2011-12-31,31,12,2011
1/1/2012,60,2012-01-01,1,1,2012
1/2/2012,244,2012-01-02,2,1,2012
1/3/2012,324,2012-01-03,3,1,2012
1/4/2012,367,2012-01-04,4,1,2012
1/5/2012,392,2012-01-05,5,1,2012
1/6/2012,355,2012-01-06,6,1,2012
1/7/2012,165,2012-01-07,7,1,2012
1/8/2012,118,2012-01-08,8,1,2012
1/9/2012,437,2012-01-09,9,1,2012
1/10/2012,311,2012-01-10,10,1,2012
1/11/2012,326,2012-01-11,11,1,2012
1/12/2012,343,2012-01-12,12,1,2012
1/13/2012,354,2012-01-13,13,1,2012
1/14/2012,99,2012-01-14,14,1,2012
1/15/2012,63,2012-01-15,15,1,2012
1/16/2012,456,2012-01-16,16,1,2012
1/17/2012,375,2012-01-17,17,1,2012
1/18/2012,318,2012-01-18,18,1,2012
1/19/2012,338,2012-01-19,19,1,2012
1/20/2012,283,2012-01-20,20,1,2012
1/21/2012,110,2012-01-21,21,1,2012
1/22/2012,99,2012-01-22,22,1,2012
1/23/2012,428,2012-01-23,23,1,2012
1/24/2012,384,2012-01-24,24,1,2012
1/25/2012,285,2012-01-25,25,1,2012
1/26/2012,351,2012-01-26,26,1,2012
1/27/2012,281,2012-01-27,27,1,2012
1/28/2012,124,2012-01-28,28,1,2012
1/29/2012,106,2012-01-29,29,1,2012
1/30/2012,429,2012-01-30,30,1,2012
1/31/2012,414,2012-01-31,31,1,2012
2/1/2012,396,2012-02-01,1,2,2012
2/2/2012,398,2012-02-02,2,2,2012
2/3/2012,356,2012-02-03,3,2,2012
2/4/2012,154,2012-02-04,4,2,2012
2/5/2012,138,2012-02-05,5,2,2012
2/6/2012,473,2012-02-06,6,2,2012
2/7/2012,470,2012-02-07,7,2,2012
2/8/2012,432,2012-02-08,8,2,2012
2/9/2012,379,2012-02-09,9,2,2012
2/10/2012,393,2012-02-10,10,2,2012
2/11/2012,169,2012-02-11,11,2,2012
2/12/2012,125,2012-02-12,12,2,2012
2/13/2012,468,2012-02-13,13,2,2012
2/14/2012,452,2012-02-14,14,2,2012
2/15/2012,421,2012-02-15,15,2,2012
2/16/2012,443,2012-02-16,16,2,2012
2/17/2012,372,2012-02-17,17,2,2012
2/18/2012,168,2012-02-18,18,2,2012
2/19/2012,130,2012-02-19,19,2,2012
2/20/2012,176,2012-02-20,20,2,2012
2/21/2012,169,2012-02-21,21,2,2012
2/22/2012,392,2012-02-22,22,2,2012
2/23/2012,585,2012-02-23,23,2,2012
2/24/2012,496,2012-02-24,24,2,2012
2/25/2012,230,2012-02-25,25,2,2012
2/26/2012,200,2012-02-26,26,2,2012
2/27/2012,599,2012-02-27,27,2,2012
2/28/2012,570,2012-02-28,28,2,2012
2/29/2012,567,2012-02-29,29,2,2012
3/1/2012,563,2012-03-01,1,3,2012
3/2/2012,528,2012-03-02,2,3,2012
3/3/2012,235,2012-03-03,3,3,2012
3/4/2012,179,2012-03-04,4,3,2012
3/5/2012,683,2012-03-05,5,3,2012
3/6/2012,614,2012-03-06,6,3,2012
3/7/2012,592,2012-03-07,7,3,2012
3/8/2012,595,2012-03-08,8,3,2012
3/9/2012,523,2012-03-09,9,3,2012
3/10/2012,229,2012-03-10,10,3,2012
3/11/2012,193,2012-03-11,11,3,2012
3/12/2012,744,2012-03-12,12,3,2012
3/13/2012,633,2012-03-13,13,3,2012
3/14/2012,649,2012-03-14,14,3,2012
3/15/2012,649,2012-03-15,15,3,2012
3/16/2012,503,2012-03-16,16,3,2012
3/17/2012,197,2012-03-17,17,3,2012
3/18/2012,180,2012-03-18,18,3,2012
3/19/2012,731,2012-03-19,19,3,2012
3/20/2012,627,2012-03-20,20,3,2012
3/21/2012,635,2012-03-21,21,3,2012
3/22/2012,660,2012-03-22,22,3,2012
3/23/2012,539,2012-03-23,23,3,2012
3/24/2012,210,2012-03-24,24,3,2012
3/25/2012,189,2012-03-25,25,3,2012
3/26/2012,867,2012-03-26,26,3,2012
3/27/2012,655,2012-03-27,27,3,2012
3/28/2012,644,2012-03-28,28,3,2012
3/29/2012,561,2012-03-29,29,3,2012
3/30/2012,512,2012-03-30,30,3,2012
3/31/2012,230,2012-03-31,31,3,2012
4/1/2012,159,2012-04-01,1,4,2012
4/2/2012,792,2012-04-02,2,4,2012
4/3/2012,650,2012-04-03,3,4,2012
4/4/2012,605,2012-04-04,4,4,2012
4/5/2012,442,2012-04-05,5,4,2012
4/6/2012,177,2012-04-06,6,4,2012
4/7/2012,208,2012-04-07,7,4,2012
4/8/2012,170,2012-04-08,8,4,2012
4/9/2012,713,2012-04-09,9,4,2012
4/10/2012,715,2012-04-10,10,4,2012
4/11/2012,702,2012-04-11,11,4,2012
4/12/2012,620,2012-04-12,12,4,2012
4/13/2012,593,2012-04-13,13,4,2012
4/14/2012,232,2012-04-14,14,4,2012
4/15/2012,183,2012-04-15,15,4,2012
4/16/2012,855,2012-04-16,16,4,2012
4/17/2012,741,2012-04-17,17,4,2012
4/18/2012,757,2012-04-18,18,4,2012
4/19/2012,714,2012-04-19,19,4,2012
4/20/2012,722,2012-04-20,20,4,2012
4/21/2012,182,2012-04-21,21,4,2012
4/22/2012,166,2012-04-22,22,4,2012
4/23/2012,887,2012-04-23,23,4,2012
4/24/2012,797,2012-04-24,24,4,2012
4/25/2012,837,2012-04-25,25,4,2012
4/26/2012,893,2012-04-26,26,4,2012
4/27/2012,667,2012-04-27,27,4,2012
4/28/2012,253,2012-04-28,28,4,2012
4/29/2012,154,2012-04-29,29,4,2012
4/30/2012,373,2012-04-30,30,4,2012
5/1/2012,180,2012-05-01,1,5,2012
5/2/2012,744,2012-05-02,2,5,2012
5/3/2012,593,2012-05-03,3,5,2012
5/4/2012,632,2012-05-04,4,5,2012
5/5/2012,191,2012-05-05,5,5,2012
5/6/2012,165,2012-05-06,6,5,2012
5/7/2012,779,2012-05-07,7,5,2012
5/8/2012,660,2012-05-08,8,5,2012
5/9/2012,583,2012-05-09,9,5,2012
5/10/2012,564,2012-05-10,10,5,2012
5/11/2012,522,2012-05-11,11,5,2012
5/12/2012,145,2012-05-12,12,5,2012
5/13/2012,98,2012-05-13,13,5,2012
5/14/2012,470,2012-05-14,14,5,2012
5/15/2012,441,2012-05-15,15,5,2012
5/16/2012,439,2012-05-16,16,5,2012
5/17/2012,424,2012-05-17,17,5,2012
5/18/2012,403,2012-05-18,18,5,2012
5/19/2012,177,2012-05-19,19,5,2012
5/20/2012,136,2012-05-20,20,5,2012
5/21/2012,598,2012-05-21,21,5,2012
5/22/2012,449,2012-05-22,22,5,2012
5/23/2012,474,2012-05-23,23,5,2012
5/24/2012,425,2012-05-24,24,5,2012
5/25/2012,392,2012-05-25,25,5,2012
5/26/2012,124,2012-05-26,26,5,2012
5/27/2012,116,2012-05-27,27,5,2012
5/28/2012,536,2012-05-28,28,5,2012
5/29/2012,480,2012-05-29,29,5,2012
5/30/2012,505,2012-05-30,30,5,2012
5/31/2012,446,2012-05-31,31,5,2012
6/1/2012,359,2012-06-01,1,6,2012
6/2/2012,172,2012-06-02,2,6,2012
6/3/2012,152,2012-06-03,3,6,2012
6/4/2012,597,2012-06-04,4,6,2012
6/5/2012,349,2012-06-05,5,6,2012
6/6/2012,310,2012-06-06,6,6,2012
6/7/2012,117,2012-06-07,7,6,2012
6/8/2012,130,2012-06-08,8,6,2012
6/9/2012,116,2012-06-09,9,6,2012
6/10/2012,119,2012-06-10,10,6,2012
6/11/2012,464,2012-06-11,11,6,2012
6/12/2012,408,2012-06-12,12,6,2012
6/13/2012,369,2012-06-13,13,6,2012
6/14/2012,364,2012-06-14,14,6,2012
6/15/2012,358,2012-06-15,15,6,2012
6/16/2012,128,2012-06-16,16,6,2012
6/17/2012,115,2012-06-17,17,6,2012
6/18/2012,462,2012-06-18,18,6,2012
6/19/2012,384,2012-06-19,19,6,2012
6/20/2012,316,2012-06-20,20,6,2012
6/21/2012,298,2012-06-21,21,6,2012
6/22/2012,260,2012-06-22,22,6,2012
6/23/2012,111,2012-06-23,23,6,2012
6/24/2012,110,2012-06-24,24,6,2012
6/25/2012,380,2012-06-25,25,6,2012
6/26/2012,341,2012-06-26,26,6,2012
