date,total_cases,date_parsed,day,month,year
1/7/2000,15,2000-01-07,7,1,2000
1/8/2000,1,2000-01-08,8,1,2000
1/9/2000,3,2000-01-09,9,1,2000
1/10/2000,30,2000-01-10,10,1,2000
1/11/2000,24,2000-01-11,11,1,2000
1/12/2000,19,2000-01-12,12,1,2000
1/13/2000,32,2000-01-13,13,1,2000
1/14/2000,29,2000-01-14,14,1,2000
1/15/2000,2,2000-01-15,15,1,2000
1/16/2000,4,2000-01-16,16,1,2000
1/17/2000,50,2000-01-17,17,1,2000
1/18/2000,36,2000-01-18,18,1,2000
1/19/2000,35,2000-01-19,19,1,2000
1/20/2000,28,2000-01-20,20,1,2000
1/21/2000,56,2000-01-21,21,1,2000
1/23/2000,2,2000-01-23,23,1,2000
1/24/2000,59,2000-01-24,24,1,2000
1/25/2000,31,2000-01-25,25,1,2000
1/26/2000,37,2000-01-26,26,1,2000
1/27/2000,57,2000-01-27,27,1,2000
1/28/2000,41,2000-01-28,28,1,2000
1/29/2000,3,2000-01-29,29,1,2000
1/30/2000,1,2000-01-30,30,1,2000
1/31/2000,38,2000-01-31,31,1,2000
2/1/2000,43,2000-02-01,1,2,2000
2/2/2000,40,2000-02-02,2,2,2000
2/3/2000,27,2000-02-03,3,2,2000
2/4/2000,55,2000-02-04,4,2,2000
2/5/2000,3,2000-02-05,5,2,2000
2/6/2000,2,2000-02-06,6,2,2000
2/7/2000,56,2000-02-07,7,2,2000
2/8/2000,41,2000-02-08,8,2,2000
2/9/2000,50,2000-02-09,9,2,2000
2/10/2000,36,2000-02-10,10,2,2000
2/11/2000,34,2000-02-11,11,2,2000
2/12/2000,2,2000-02-12,12,2,2000
2/13/2000,1,2000-02-13,13,2,2000
2/14/2000,64,2000-02-14,14,2,2000
2/15/2000,57,2000-02-15,15,2,2000
2/16/2000,51,2000-02-16,16,2,2000
2/17/2000,32,2000-02-17,17,2,2000
2/18/2000,29,2000-02-18,18,2,2000
2/19/2000,8,2000-02-19,19,2,2000
2/20/2000,1,2000-02-20,20,2,2000
2/21/2000,43,2000-02-21,21,2,2000
2/22/2000,49,2000-02-22,22,2,2000
2/23/2000,42,2000-02-23,23,2,2000
2/24/2000,34,2000-02-24,24,2,2000
2/25/2000,42,2000-02-25,25,2,2000
2/26/2000,3,2000-02-26,26,2,2000
2/27/2000,1,2000-02-27,27,2,2000
2/28/2000,65,2000-02-28,28,2,2000
2/29/2000,44,2000-02-29,29,2,2000
3/1/2000,47,2000-03-01,1,3,2000
3/2/2000,40,2000-03-02,2,3,2000
3/3/2000,40,2000-03-03,3,3,2000
3/4/2000,2,2000-03-04,4,3,2000
3/5/2000,1,2000-03-05,5,3,2000
3/6/2000,2,2000-03-06,6,3,2000
3/7/2000,2,2000-03-07,7,3,2000
3/8/2000,17,2000-03-08,8,3,2000
3/9/2000,62,2000-03-09,9,3,2000
3/10/2000,41,2000-03-10,10,3,2000
3/11/2000,4,2000-03-11,11,3,2000
3/12/2000,1,2000-03-12,12,3,2000
3/13/2000,59,2000-03-13,13,3,2000
3/14/2000,52,2000-03-14,14,3,2000
3/15/2000,44,2000-03-15,15,3,2000
3/16/2000,64,2000-03-16,16,3,2000
3/17/2000,47,2000-03-17,17,3,2000
3/18/2000,2,2000-03-18,18,3,2000
3/19/2000,6,2000-03-19,19,3,2000
3/20/2000,62,2000-03-20,20,3,2000
3/21/2000,60,2000-03-21,21,3,2000
3/22/2000,65,2000-03-22,22,3,2000
3/23/2000,51,2000-03-23,23,3,2000
3/24/2000,51,2000-03-24,24,3,2000
3/25/2000,2,2000-03-25,25,3,2000
3/26/2000,1,2000-03-26,26,3,2000
3/27/2000,99,2000-03-27,27,3,2000
3/28/2000,73,2000-03-28,28,3,2000
3/29/2000,48,2000-03-29,29,3,2000
3/30/2000,68,2000-03-30,30,3,2000
3/31/2000,71,2000-03-31,31,3,2000
4/1/2000,13,2000-04-01,1,4,2000
4/2/2000,2,2000-04-02,2,4,2000
4/3/2000,116,2000-04-03,3,4,2000
4/4/2000,80,2000-04-04,4,4,2000
4/5/2000,110,2000-04-05,5,4,2000
4/6/2000,99,2000-04-06,6,4,2000
4/7/2000,104,2000-04-07,7,4,2000
4/8/2000,5,2000-04-08,8,4,2000
4/9/2000,5,2000-04-09,9,4,2000
4/10/2000,159,2000-04-10,10,4,2000
4/11/2000,145,2000-04-11,11,4,2000
4/12/2000,109,2000-04-12,12,4,2000
4/13/2000,120,2000-04-13,13,4,2000
4/14/2000,124,2000-04-14,14,4,2000
4/15/2000,8,2000-04-15,15,4,2000
4/16/2000,3,2000-04-16,16,4,2000
4/17/2000,156,2000-04-17,17,4,2000
4/18/2000,128,2000-04-18,18,4,2000
4/19/2000,125,2000-04-19,19,4,2000
4/20/2000,38,2000-04-20,20,4,2000
4/21/2000,2,2000-04-21,21,4,2000
4/22/2000,10,2000-04-22,22,4,2000
4/23/2000,8,2000-04-23,23,4,2000
4/24/2000,196,2000-04-24,24,4,2000
4/25/2000,147,2000-04-25,25,4,2000
4/26/2000,133,2000-04-26,26,4,2000
4/27/2000,135,2000-04-27,27,4,2000
4/28/2000,123,2000-04-28,28,4,2000
4/29/2000,1,2000-04-29,29,4,2000
4/30/2000,1,2000-04-30,30,4,2000
5/1/2000,7,2000-05-01,1,5,2000
5/2/2000,246,2000-05-02,2,5,2000
5/3/2000,164,2000-05-03,3,5,2000
5/4/2000,164,2000-05-04,4,5,2000
5/5/2000,156,2000-05-05,5,5,2000
5/6/2000,5,2000-05-06,6,5,2000
5/7/2000,3,2000-05-07,7,5,2000
5/8/2000,198,2000-05-08,8,5,2000
5/9/2000,157,2000-05-09,9,5,2000
5/10/2000,147,2000-05-10,10,5,2000
5/11/2000,96,2000-05-11,11,5,2000
5/12/2000,124,2000-05-12,12,5,2000
5/13/2000,7,2000-05-13,13,5,2000
5/14/2000,3,2000-05-14,14,5,2000
5/15/2000,187,2000-05-15,15,5,2000
5/16/2000,150,2000-05-16,16,5,2000
5/17/2000,139,2000-05-17,17,5,2000
5/18/2000,106,2000-05-18,18,5,2000
5/19/2000,106,2000-05-19,19,5,2000
5/20/2000,2,2000-05-20,20,5,2000
5/21/2000,2,2000-05-21,21,5,2000
5/22/2000,146,2000-05-22,22,5,2000
5/23/2000,100,2000-05-23,23,5,2000
5/24/2000,87,2000-05-24,24,5,2000
5/25/2000,103,2000-05-25,25,5,2000
5/26/2000,84,2000-05-26,26,5,2000
5/27/2000,7,2000-05-27,27,5,2000
5/28/2000,4,2000-05-28,28,5,2000
5/29/2000,94,2000-05-29,29,5,2000
5/30/2000,70,2000-05-30,30,5,2000
5/31/2000,67,2000-05-31,31,5,2000
6/1/2000,59,2000-06-01,1,6,2000
6/2/2000,64,2000-06-02,2,6,2000
6/3/2000,2,2000-06-03,3,6,2000
6/4/2000,6,2000-06-04,4,6,2000
6/5/2000,79,2000-06-05,5,6,2000
6/6/2000,56,2000-06-06,6,6,2000
6/7/2000,47,2000-06-07,7,6,2000
6/8/2000,63,2000-06-08,8,6,2000
6/9/2000,61,2000-06-09,9,6,2000
6/10/2000,4,2000-06-10,10,6,2000
6/11/2000,7,2000-06-11,11,6,2000
6/12/2000,78,2000-06-12,12,6,2000
6/13/2000,60,2000-06-13,13,6,2000
6/14/2000,43,2000-06-14,14,6,2000
6/15/2000,45,2000-06-15,15,6,2000
6/16/2000,53,2000-06-16,16,6,2000
6/17/2000,5,2000-06-17,17,6,2000
6/19/2000,57,2000-06-19,19,6,2000
6/20/2000,33,2000-06-20,20,6,2000
6/21/2000,29,2000-06-21,21,6,2000
6/22/2000,3,2000-06-22,22,6,2000
6/23/2000,13,2000-06-23,23,6,2000
6/24/2000,2,2000-06-24,24,6,2000
6/25/2000,4,2000-06-25,25,6,2000
6/26/2000,48,2000-06-26,26,6,2000
6/27/2000,34,2000-06-27,27,6,2000
6/28/2000,42,2000-06-28,28,6,2000
6/29/2000,29,2000-06-29,29,6,2000
6/30/2000,29,2000-06-30,30,6,2000
7/2/2000,1,2000-07-02,2,7,2000
7/3/2000,47,2000-07-03,3,7,2000
7/4/2000,34,2000-07-04,4,7,2000
7/5/2000,15,2000-07-05,5,7,2000
7/6/2000,20,2000-07-06,6,7,2000
7/7/2000,24,2000-07-07,7,7,2000
7/10/2000,45,2000-07-10,10,7,2000
7/11/2000,32,2000-07-11,11,7,2000
7/12/2000,16,2000-07-12,12,7,2000
7/13/2000,15,2000-07-13,13,7,2000
7/14/2000,16,2000-07-14,14,7,2000
7/15/2000,1,2000-07-15,15,7,2000
7/17/2000,14,2000-07-17,17,7,2000
7/18/2000,10,2000-07-18,18,7,2000
7/19/2000,12,2000-07-19,19,7,2000
7/20/2000,7,2000-07-20,20,7,2000
7/21/2000,4,2000-07-21,21,7,2000
7/23/2000,1,2000-07-23,23,7,2000
7/24/2000,7,2000-07-24,24,7,2000
7/25/2000,11,2000-07-25,25,7,2000
7/26/2000,5,2000-07-26,26,7,2000
7/27/2000,8,2000-07-27,27,7,2000
7/28/2000,6,2000-07-28,28,7,2000
7/31/2000,16,2000-07-31,31,7,2000
8/1/2000,22,2000-08-01,1,8,2000
8/2/2000,11,2000-08-02,2,8,2000
8/3/2000,7,2000-08-03,3,8,2000
8/4/2000,18,2000-08-04,4,8,2000
8/6/2000,1,2000-08-06,6,8,2000
8/7/2000,28,2000-08-07,7,8,2000
8/8/2000,23,2000-08-08,8,8,2000
8/9/2000,10,2000-08-09,9,8,2000
8/10/2000,23,2000-08-10,10,8,2000
8/11/2000,13,2000-08-11,11,8,2000
8/14/2000,21,2000-08-14,14,8,2000
8/15/2000,14,2000-08-15,15,8,2000
8/16/2000,10,2000-08-16,16,8,2000
8/17/2000,8,2000-08-17,17,8,2000
8/18/2000,13,2000-08-18,18,8,2000
8/21/2000,26,2000-08-21,21,8,2000
8/22/2000,9,2000-08-22,22,8,2000
8/23/2000,18,2000-08-23,23,8,2000
8/24/2000,16,2000-08-24,24,8,2000
8/25/2000,14,2000-08-25,25,8,2000
8/28/2000,13,2000-08-28,28,8,2000
8/29/2000,11,2000-08-29,29,8,2000
8/30/2000,10,2000-08-30,30,8,2000
8/31/2000,15,2000-08-31,31,8,2000
9/1/2000,13,2000-09-01,1,9,2000
9/2/2000,1,2000-09-02,2,9,2000
9/4/2000,15,2000-09-04,4,9,2000
9/5/2000,14,2000-09-05,5,9,2000
9/6/2000,7,2000-09-06,6,9,2000
9/8/2000,6,2000-09-08,8,9,2000
9/11/2000,10,2000-09-11,11,9,2000
9/12/2000,23,2000-09-12,12,9,2000
9/13/2000,14,2000-09-13,13,9,2000
9/14/2000,16,2000-09-14,14,9,2000
9/15/2000,20,2000-09-15,15,9,2000
9/16/2000,1,2000-09-16,16,9,2000
9/18/2000,15,2000-09-18,18,9,2000
9/19/2000,24,2000-09-19,19,9,2000
9/20/2000,14,2000-09-20,20,9,2000
9/21/2000,10,2000-09-21,21,9,2000
9/22/2000,11,2000-09-22,22,9,2000
9/23/2000,2,2000-09-23,23,9,2000
9/25/2000,13,2000-09-25,25,9,2000
9/26/2000,14,2000-09-26,26,9,2000
9/27/2000,10,2000-09-27,27,9,2000
9/28/2000,5,2000-09-28,28,9,2000
9/29/2000,4,2000-09-29,29,9,2000
10/2/2000,14,2000-10-02,2,10,2000
10/3/2000,11,2000-10-03,3,10,2000
10/4/2000,13,2000-10-04,4,10,2000
10/5/2000,24,2000-10-05,5,10,2000
10/6/2000,12,2000-10-06,6,10,2000
10/7/2000,1,2000-10-07,7,10,2000
10/9/2000,21,2000-10-09,9,10,2000
10/10/2000,17,2000-10-10,10,10,2000
10/11/2000,18,2000-10-11,11,10,2000
10/13/2000,7,2000-10-13,13,10,2000
10/14/2000,1,2000-10-14,14,10,2000
10/16/2000,22,2000-10-16,16,10,2000
10/17/2000,13,2000-10-17,17,10,2000
10/18/2000,9,2000-10-18,18,10,2000
10/19/2000,17,2000-10-19,19,10,2000
10/20/2000,18,2000-10-20,20,10,2000
10/23/2000,21,2000-10-23,23,10,2000
10/24/2000,13,2000-10-24,24,10,2000
10/25/2000,23,2000-10-25,25,10,2000
10/26/2000,16,2000-10-26,26,10,2000
10/27/2000,19,2000-10-27,27,10,2000
10/29/2000,1,2000-10-29,29,10,2000
10/30/2000,18,2000-10-30,30,10,2000
10/31/2000,23,2000-10-31,31,10,2000
11/1/2000,17,2000-11-01,1,11,2000
11/2/2000,1,2000-11-02,2,11,2000
11/5/2000,1,2000-11-05,5,11,2000
11/6/2000,16,2000-11-06,6,11,2000
11/7/2000,16,2000-11-07,7,11,2000
11/8/2000,10,2000-11-08,8,11,2000
11/9/2000,11,2000-11-09,9,11,2000
11/10/2000,12,2000-11-10,10,11,2000
11/11/2000,1,2000-11-11,11,11,2000
11/12/2000,1,2000-11-12,12,11,2000
11/13/2000,19,2000-11-13,13,11,2000
11/14/2000,19,2000-11-14,14,11,2000
11/15/2000,2,2000-11-15,15,11,2000
11/16/2000,14,2000-11-16,16,11,2000
11/17/2000,16,2000-11-17,17,11,2000
11/20/2000,31,2000-11-20,20,11,2000
11/21/2000,16,2000-11-21,21,11,2000
11/22/2000,12,2000-11-22,22,11,2000
11/23/2000,9,2000-11-23,23,11,2000
11/24/2000,16,2000-11-24,24,11,2000
11/26/2000,1,2000-11-26,26,11,2000
11/27/2000,29,2000-11-27,27,11,2000
11/28/2000,17,2000-11-28,28,11,2000
11/29/2000,23,2000-11-29,29,11,2000
11/30/2000,22,2000-11-30,30,11,2000
12/1/2000,21,2000-12-01,1,12,2000
12/2/2000,2,2000-12-02,2,12,2000
12/4/2000,30,2000-12-04,4,12,2000
12/5/2000,32,2000-12-05,5,12,2000
12/6/2000,20,2000-12-06,6,12,2000
12/7/2000,14,2000-12-07,7,12,2000
12/8/2000,16,2000-12-08,8,12,2000
12/9/2000,2,2000-12-09,9,12,2000
12/10/2000,3,2000-12-10,10,12,2000
12/11/2000,32,2000-12-11,11,12,2000
12/12/2000,33,2000-12-12,12,12,2000
12/13/2000,25,2000-12-13,13,12,2000
12/14/2000,21,2000-12-14,14,12,2000
12/15/2000,16,2000-12-15,15,12,2000
12/18/2000,25,2000-12-18,18,12,2000
12/19/2000,12,2000-12-19,19,12,2000
12/20/2000,17,2000-12-20,20,12,2000
12/21/2000,19,2000-12-21,21,12,2000
12/22/2000,20,2000-12-22,22,12,2000
12/23/2000,2,2000-12-23,23,12,2000
12/24/2000,2,2000-12-24,24,12,2000
12/26/2000,33,2000-12-26,26,12,2000
12/27/2000,24,2000-12-27,27,12,2000
12/28/2000,27,2000-12-28,28,12,2000
12/29/2000,26,2000-12-29,29,12,2000
12/30/2000,11,2000-12-30,30,12,2000
1/1/2001,3,2001-01-01,1,1,2001
1/2/2001,38,2001-01-02,2,1,2001
1/3/2001,39,2001-01-03,3,1,2001
1/4/2001,36,2001-01-04,4,1,2001
1/5/2001,54,2001-01-05,5,1,2001
1/7/2001,1,2001-01-07,7,1,2001
1/8/2001,84,2001-01-08,8,1,2001
1/9/2001,59,2001-01-09,9,1,2001
1/10/2001,70,2001-01-10,10,1,2001
1/11/2001,81,2001-01-11,11,1,2001
1/12/2001,86,2001-01-12,12,1,2001
1/13/2001,2,2001-01-13,13,1,2001
1/14/2001,3,2001-01-14,14,1,2001
1/15/2001,121,2001-01-15,15,1,2001
1/16/2001,112,2001-01-16,16,1,2001
1/17/2001,93,2001-01-17,17,1,2001
1/18/2001,90,2001-01-18,18,1,2001
1/19/2001,93,2001-01-19,19,1,2001
1/20/2001,8,2001-01-20,20,1,2001
1/21/2001,1,2001-01-21,21,1,2001
1/22/2001,154,2001-01-22,22,1,2001
1/23/2001,135,2001-01-23,23,1,2001
1/24/2001,104,2001-01-24,24,1,2001
1/25/2001,138,2001-01-25,25,1,2001
1/26/2001,135,2001-01-26,26,1,2001
1/27/2001,5,2001-01-27,27,1,2001
1/28/2001,5,2001-01-28,28,1,2001
1/29/2001,235,2001-01-29,29,1,2001
1/30/2001,169,2001-01-30,30,1,2001
1/31/2001,167,2001-01-31,31,1,2001
2/1/2001,189,2001-02-01,1,2,2001
2/2/2001,172,2001-02-02,2,2,2001
2/3/2001,6,2001-02-03,3,2,2001
2/4/2001,9,2001-02-04,4,2,2001
2/5/2001,298,2001-02-05,5,2,2001
2/6/2001,198,2001-02-06,6,2,2001
2/7/2001,207,2001-02-07,7,2,2001
2/8/2001,183,2001-02-08,8,2,2001
2/9/2001,179,2001-02-09,9,2,2001
2/10/2001,5,2001-02-10,10,2,2001
2/11/2001,6,2001-02-11,11,2,2001
2/12/2001,263,2001-02-12,12,2,2001
2/13/2001,223,2001-02-13,13,2,2001
2/14/2001,229,2001-02-14,14,2,2001
2/15/2001,219,2001-02-15,15,2,2001
2/16/2001,225,2001-02-16,16,2,2001
2/17/2001,11,2001-02-17,17,2,2001
2/18/2001,11,2001-02-18,18,2,2001
2/19/2001,395,2001-02-19,19,2,2001
2/20/2001,281,2001-02-20,20,2,2001
2/21/2001,238,2001-02-21,21,2,2001
2/22/2001,262,2001-02-22,22,2,2001
2/23/2001,283,2001-02-23,23,2,2001
2/24/2001,10,2001-02-24,24,2,2001
2/25/2001,13,2001-02-25,25,2,2001
2/26/2001,27,2001-02-26,26,2,2001
2/27/2001,11,2001-02-27,27,2,2001
2/28/2001,227,2001-02-28,28,2,2001
3/1/2001,463,2001-03-01,1,3,2001
3/2/2001,345,2001-03-02,2,3,2001
3/3/2001,12,2001-03-03,3,3,2001
3/4/2001,14,2001-03-04,4,3,2001
3/5/2001,476,2001-03-05,5,3,2001
3/6/2001,318,2001-03-06,6,3,2001
3/7/2001,170,2001-03-07,7,3,2001
3/8/2001,322,2001-03-08,8,3,2001
3/9/2001,305,2001-03-09,9,3,2001
3/10/2001,17,2001-03-10,10,3,2001
3/11/2001,17,2001-03-11,11,3,2001
3/12/2001,526,2001-03-12,12,3,2001
3/13/2001,423,2001-03-13,13,3,2001
3/14/2001,420,2001-03-14,14,3,2001
3/15/2001,461,2001-03-15,15,3,2001
3/16/2001,527,2001-03-16,16,3,2001
3/17/2001,17,2001-03-17,17,3,2001
3/18/2001,25,2001-03-18,18,3,2001
3/19/2001,678,2001-03-19,19,3,2001
3/20/2001,774,2001-03-20,20,3,2001
3/21/2001,593,2001-03-21,21,3,2001
3/22/2001,631,2001-03-22,22,3,2001
3/23/2001,699,2001-03-23,23,3,2001
3/24/2001,39,2001-03-24,24,3,2001
3/25/2001,27,2001-03-25,25,3,2001
3/26/2001,1160,2001-03-26,26,3,2001
3/27/2001,813,2001-03-27,27,3,2001
3/28/2001,772,2001-03-28,28,3,2001
3/29/2001,752,2001-03-29,29,3,2001
3/30/2001,765,2001-03-30,30,3,2001
3/31/2001,52,2001-03-31,31,3,2001
4/1/2001,41,2001-04-01,1,4,2001
4/2/2001,1112,2001-04-02,2,4,2001
4/3/2001,973,2001-04-03,3,4,2001
4/4/2001,915,2001-04-04,4,4,2001
4/5/2001,1072,2001-04-05,5,4,2001
4/6/2001,985,2001-04-06,6,4,2001
4/7/2001,101,2001-04-07,7,4,2001
4/8/2001,60,2001-04-08,8,4,2001
4/9/2001,1520,2001-04-09,9,4,2001
4/10/2001,1204,2001-04-10,10,4,2001
4/11/2001,1048,2001-04-11,11,4,2001
4/12/2001,528,2001-04-12,12,4,2001
4/13/2001,52,2001-04-13,13,4,2001
4/14/2001,90,2001-04-14,14,4,2001
4/15/2001,81,2001-04-15,15,4,2001
4/16/2001,1962,2001-04-16,16,4,2001
4/17/2001,1371,2001-04-17,17,4,2001
4/18/2001,1243,2001-04-18,18,4,2001
4/19/2001,1231,2001-04-19,19,4,2001
4/20/2001,1227,2001-04-20,20,4,2001
4/21/2001,95,2001-04-21,21,4,2001
4/22/2001,77,2001-04-22,22,4,2001
4/23/2001,1772,2001-04-23,23,4,2001
4/24/2001,1441,2001-04-24,24,4,2001
4/25/2001,1191,2001-04-25,25,4,2001
4/26/2001,1422,2001-04-26,26,4,2001
4/27/2001,1379,2001-04-27,27,4,2001
4/28/2001,158,2001-04-28,28,4,2001
4/29/2001,84,2001-04-29,29,4,2001
4/30/2001,1201,2001-04-30,30,4,2001
5/1/2001,103,2001-05-01,1,5,2001
5/2/2001,2121,2001-05-02,2,5,2001
5/3/2001,1598,2001-05-03,3,5,2001
5/4/2001,1523,2001-05-04,4,5,2001
5/5/2001,130,2001-05-05,5,5,2001
5/6/2001,77,2001-05-06,6,5,2001
5/7/2001,2027,2001-05-07,7,5,2001
5/8/2001,1448,2001-05-08,8,5,2001
5/9/2001,1447,2001-05-09,9,5,2001
5/10/2001,1482,2001-05-10,10,5,2001
5/11/2001,1250,2001-05-11,11,5,2001
5/12/2001,142,2001-05-12,12,5,2001
5/13/2001,66,2001-05-13,13,5,2001
5/14/2001,1813,2001-05-14,14,5,2001
5/15/2001,1326,2001-05-15,15,5,2001
5/16/2001,1065,2001-05-16,16,5,2001
5/17/2001,1093,2001-05-17,17,5,2001
5/18/2001,831,2001-05-18,18,5,2001
5/19/2001,127,2001-05-19,19,5,2001
5/20/2001,76,2001-05-20,20,5,2001
5/21/2001,1217,2001-05-21,21,5,2001
5/22/2001,836,2001-05-22,22,5,2001
5/23/2001,842,2001-05-23,23,5,2001
5/24/2001,753,2001-05-24,24,5,2001
5/25/2001,737,2001-05-25,25,5,2001
5/26/2001,116,2001-05-26,26,5,2001
5/27/2001,52,2001-05-27,27,5,2001
5/28/2001,859,2001-05-28,28,5,2001
5/29/2001,707,2001-05-29,29,5,2001
5/30/2001,692,2001-05-30,30,5,2001
5/31/2001,593,2001-05-31,31,5,2001
6/1/2001,607,2001-06-01,1,6,2001
6/2/2001,74,2001-06-02,2,6,2001
6/3/2001,59,2001-06-03,3,6,2001
6/4/2001,909,2001-06-04,4,6,2001
6/5/2001,702,2001-06-05,5,6,2001
6/6/2001,704,2001-06-06,6,6,2001
6/7/2001,654,2001-06-07,7,6,2001
6/8/2001,554,2001-06-08,8,6,2001
6/9/2001,68,2001-06-09,9,6,2001
6/10/2001,40,2001-06-10,10,6,2001
6/11/2001,905,2001-06-11,11,6,2001
6/12/2001,542,2001-06-12,12,6,2001
6/13/2001,582,2001-06-13,13,6,2001
6/14/2001,56,2001-06-14,14,6,2001
6/15/2001,69,2001-06-15,15,6,2001
6/16/2001,38,2001-06-16,16,6,2001
6/17/2001,21,2001-06-17,17,6,2001
6/18/2001,905,2001-06-18,18,6,2001
6/19/2001,489,2001-06-19,19,6,2001
6/20/2001,488,2001-06-20,20,6,2001
6/21/2001,381,2001-06-21,21,6,2001
6/22/2001,277,2001-06-22,22,6,2001
6/23/2001,30,2001-06-23,23,6,2001
6/24/2001,16,2001-06-24,24,6,2001
6/25/2001,489,2001-06-25,25,6,2001
6/26/2001,339,2001-06-26,26,6,2001
6/27/2001,284,2001-06-27,27,6,2001
6/28/2001,259,2001-06-28,28,6,2001
6/29/2001,230,2001-06-29,29,6,2001
6/30/2001,16,2001-06-30,30,6,2001
7/1/2001,10,2001-07-01,1,7,2001
7/2/2001,307,2001-07-02,2,7,2001
7/3/2001,204,2001-07-03,3,7,2001
7/4/2001,190,2001-07-04,4,7,2001
7/5/2001,170,2001-07-05,5,7,2001
7/6/2001,166,2001-07-06,6,7,2001
7/7/2001,13,2001-07-07,7,7,2001
7/8/2001,7,2001-07-08,8,7,2001
7/9/2001,15,2001-07-09,9,7,2001
7/10/2001,238,2001-07-10,10,7,2001
7/11/2001,162,2001-07-11,11,7,2001
7/12/2001,165,2001-07-12,12,7,2001
7/13/2001,116,2001-07-13,13,7,2001
7/14/2001,4,2001-07-14,14,7,2001
7/15/2001,5,2001-07-15,15,7,2001
7/16/2001,169,2001-07-16,16,7,2001
7/17/2001,124,2001-07-17,17,7,2001
7/18/2001,114,2001-07-18,18,7,2001
7/19/2001,138,2001-07-19,19,7,2001
7/20/2001,111,2001-07-20,20,7,2001
7/21/2001,9,2001-07-21,21,7,2001
7/22/2001,8,2001-07-22,22,7,2001
7/23/2001,145,2001-07-23,23,7,2001
7/24/2001,98,2001-07-24,24,7,2001
7/25/2001,89,2001-07-25,25,7,2001
7/26/2001,107,2001-07-26,26,7,2001
7/27/2001,75,2001-07-27,27,7,2001
7/28/2001,4,2001-07-28,28,7,2001
7/29/2001,2,2001-07-29,29,7,2001
7/30/2001,105,2001-07-30,30,7,2001
7/31/2001,87,2001-07-31,31,7,2001
8/1/2001,97,2001-08-01,1,8,2001
8/2/2001,84,2001-08-02,2,8,2001
8/3/2001,70,2001-08-03,3,8,2001
8/4/2001,6,2001-08-04,4,8,2001
8/5/2001,8,2001-08-05,5,8,2001
8/6/2001,93,2001-08-06,6,8,2001
8/7/2001,93,2001-08-07,7,8,2001
8/8/2001,75,2001-08-08,8,8,2001
8/9/2001,65,2001-08-09,9,8,2001
8/10/2001,67,2001-08-10,10,8,2001
8/11/2001,7,2001-08-11,11,8,2001
8/12/2001,2,2001-08-12,12,8,2001
8/13/2001,99,2001-08-13,13,8,2001
8/14/2001,107,2001-08-14,14,8,2001
8/15/2001,50,2001-08-15,15,8,2001
8/16/2001,82,2001-08-16,16,8,2001
8/17/2001,62,2001-08-17,17,8,2001
8/18/2001,4,2001-08-18,18,8,2001
8/19/2001,1,2001-08-19,19,8,2001
8/20/2001,120,2001-08-20,20,8,2001
8/21/2001,73,2001-08-21,21,8,2001
8/22/2001,60,2001-08-22,22,8,2001
8/23/2001,73,2001-08-23,23,8,2001
8/24/2001,66,2001-08-24,24,8,2001
8/25/2001,1,2001-08-25,25,8,2001
8/26/2001,3,2001-08-26,26,8,2001
8/27/2001,109,2001-08-27,27,8,2001
8/28/2001,82,2001-08-28,28,8,2001
8/29/2001,75,2001-08-29,29,8,2001
8/30/2001,87,2001-08-30,30,8,2001
8/31/2001,78,2001-08-31,31,8,2001
9/1/2001,4,2001-09-01,1,9,2001
9/2/2001,6,2001-09-02,2,9,2001
9/3/2001,98,2001-09-03,3,9,2001
9/4/2001,77,2001-09-04,4,9,2001
9/5/2001,91,2001-09-05,5,9,2001
9/6/2001,57,2001-09-06,6,9,2001
9/7/2001,3,2001-09-07,7,9,2001
9/8/2001,3,2001-09-08,8,9,2001
9/9/2001,3,2001-09-09,9,9,2001
9/10/2001,136,2001-09-10,10,9,2001
9/11/2001,86,2001-09-11,11,9,2001
9/12/2001,66,2001-09-12,12,9,2001
9/13/2001,76,2001-09-13,13,9,2001
9/14/2001,75,2001-09-14,14,9,2001
9/15/2001,3,2001-09-15,15,9,2001
9/16/2001,2,2001-09-16,16,9,2001
9/17/2001,79,2001-09-17,17,9,2001
9/18/2001,70,2001-09-18,18,9,2001
9/19/2001,48,2001-09-19,19,9,2001
9/20/2001,45,2001-09-20,20,9,2001
9/21/2001,43,2001-09-21,21,9,2001
9/22/2001,2,2001-09-22,22,9,2001
9/23/2001,1,2001-09-23,23,9,2001
9/24/2001,85,2001-09-24,24,9,2001
9/25/2001,76,2001-09-25,25,9,2001
9/26/2001,66,2001-09-26,26,9,2001
9/27/2001,57,2001-09-27,27,9,2001
9/28/2001,55,2001-09-28,28,9,2001
9/29/2001,3,2001-09-29,29,9,2001
9/30/2001,2,2001-09-30,30,9,2001
10/1/2001,73,2001-10-01,1,10,2001
10/2/2001,72,2001-10-02,2,10,2001
10/3/2001,29,2001-10-03,3,10,2001
10/4/2001,57,2001-10-04,4,10,2001
10/5/2001,46,2001-10-05,5,10,2001
10/6/2001,2,2001-10-06,6,10,2001
10/7/2001,1,2001-10-07,7,10,2001
10/8/2001,80,2001-10-08,8,10,2001
10/9/2001,63,2001-10-09,9,10,2001
10/10/2001,55,2001-10-10,10,10,2001
10/11/2001,45,2001-10-11,11,10,2001
10/12/2001,1,2001-10-12,12,10,2001
10/13/2001,4,2001-10-13,13,10,2001
10/14/2001,3,2001-10-14,14,10,2001
